timestamp,FIT_001_Flow,LIT_001_Level,LIT_002_Level,TT_001_Temp,TT_002_Temp
2026-05-29 05:12:30+00:00,-118.5185165405,116.330291748,59.1073493958,30.3204574585,0.0
2026-05-29 05:13:00+00:00,-118.5185165405,116.500289917,59.092880249,30.3096065521,0.0
2026-05-29 05:13:30+00:00,-118.5185165405,116.2905044556,59.1073493958,30.3493919373,0.0
2026-05-29 05:14:00+00:00,-118.5185165405,116.11328125,59.0711784363,30.3276901245,0.0
2026-05-29 05:14:30+00:00,-118.5185165405,116.304977417,59.100112915,30.3096065521,0.0
2026-05-29 05:15:00+00:00,-118.5185165405,116.326675415,59.0386276245,30.2915210724,0.0
2026-05-29 05:15:30+00:00,-118.5185165405,116.4496536255,59.0458602905,30.2915210724,0.0
2026-05-29 05:16:00+00:00,-118.5185165405,116.34475708,59.0277786255,30.3132228851,0.0
2026-05-29 05:16:30+00:00,-118.5185165405,116.2109375,59.0313949585,30.3096065521,0.0
2026-05-29 05:17:00+00:00,-118.5185165405,116.326675415,59.002456665,30.2915210724,0.0
2026-05-29 05:17:30+00:00,-118.5185165405,116.34475708,59.0133094788,30.3023719788,0.0
2026-05-29 05:18:00+00:00,-118.5185165405,116.521987915,59.0133094788,30.2734375,0.0
2026-05-29 05:18:30+00:00,-118.5185165405,116.326675415,58.991607666,30.2915210724,0.0
2026-05-29 05:19:00+00:00,-118.5185165405,116.2760391235,59.0313949585,30.2734375,0.0
2026-05-29 05:19:30+00:00,-118.5185165405,116.2868881226,59.0205421448,30.2915210724,0.0
2026-05-29 05:20:00+00:00,-118.5185165405,116.0698776244,59.0133094788,30.2734375,0.0
2026-05-29 05:20:30+00:00,-118.5185165405,116.131362915,58.984375,30.2734375,0.0
2026-05-29 05:21:00+00:00,-118.5185165405,116.301361084,59.0277786255,30.2734375,0.0
2026-05-29 05:21:30+00:00,-118.5185165405,116.203704834,59.0096931458,30.2915210724,0.0
2026-05-29 05:22:00+00:00,-118.5185165405,116.3375244141,59.002456665,30.2553520203,0.0
2026-05-29 05:22:30+00:00,-118.5185165405,116.30859375,58.998840332,30.2734375,0.0
2026-05-29 05:23:00+00:00,-118.5185165405,116.14944458,59.0133094788,30.2553520203,0.0
2026-05-29 05:23:30+00:00,-118.5185165405,116.330291748,59.0169258118,30.2589702606,0.0
2026-05-29 05:24:00+00:00,-118.5185165405,116.2941207886,59.0096931458,30.2191829681,0.0
2026-05-29 05:24:30+00:00,-118.5185165405,116.24710083,59.0205421448,30.2553520203,0.0
2026-05-29 05:25:00+00:00,-118.5185165405,116.304977417,58.991607666,30.2228012085,0.0
2026-05-29 05:25:30+00:00,-118.5185165405,116.330291748,59.0096931458,30.2553520203,0.0
2026-05-29 05:26:00+00:00,-118.5185165405,116.304977417,59.0313949585,30.2047157288,0.0
2026-05-29 05:26:30+00:00,-118.5185165405,116.323059082,59.0169258118,30.2191829681,0.0
2026-05-29 05:27:00+00:00,-118.5185165405,116.507522583,59.0277786255,30.2191829681,0.0
2026-05-29 05:27:30+00:00,-118.5185165405,116.30859375,59.0386276245,30.2083320618,0.0
2026-05-29 05:28:00+00:00,-118.5185165405,116.304977417,59.0350112915,30.2010993958,0.0
2026-05-29 05:28:30+00:00,-118.5185165405,116.4532699585,59.0386276245,30.2010993958,0.0
2026-05-29 05:29:00+00:00,-118.5185165405,116.319442749,59.0458602905,30.2010993958,0.0
2026-05-29 05:29:30+00:00,-118.5185165405,116.3736953735,59.0494766235,30.2010993958,0.0
2026-05-29 05:30:00+00:00,-118.5185165405,116.2941207886,59.08203125,30.183013916,0.0
2026-05-29 05:30:30+00:00,-118.5185165405,116.326675415,59.0675621033,30.2010993958,0.0
2026-05-29 05:31:00+00:00,-118.5185165405,116.304977417,59.092880249,30.2010993958,0.0
2026-05-29 05:31:30+00:00,-118.5185165405,116.330291748,59.0530967712,30.183013916,0.0
2026-05-29 05:32:00+00:00,-118.5185165405,116.232635498,59.0530967712,30.2191829681,0.0
2026-05-29 05:32:30+00:00,-118.5185165405,116.326675415,59.0386276245,30.2119503021,0.0
2026-05-29 05:33:00+00:00,-118.5185165405,116.2832717896,59.0133094788,30.183013916,0.0
2026-05-29 05:33:30+00:00,-118.5185165405,116.312210083,59.08203125,30.183013916,0.0
2026-05-29 05:34:00+00:00,-118.5185165405,116.4460372924,58.9590568542,30.183013916,0.0
2026-05-29 05:34:30+00:00,-118.5185165405,116.30859375,58.9771385193,30.183013916,0.0
2026-05-29 05:35:00+00:00,-118.5185165405,116.2905044556,58.984375,30.183013916,0.0
2026-05-29 05:35:30+00:00,-118.5185165405,116.0915756226,58.9735221863,30.1649303436,0.0
2026-05-29 05:36:00+00:00,-118.5185165405,116.323059082,58.9771385193,30.1649303436,0.0
2026-05-29 05:36:30+00:00,-118.5185165405,116.301361084,58.980758667,30.2010993958,0.0
2026-05-29 05:37:00+00:00,-118.5185165405,116.214553833,59.002456665,30.1323776245,0.0
2026-05-29 05:37:30+00:00,-118.5185165405,116.3483810424,59.0458602905,30.1649303436,0.0
2026-05-29 05:38:00+00:00,-118.5185165405,116.301361084,59.0277786255,30.1649303436,0.0
2026-05-29 05:38:30+00:00,-118.5185165405,116.4677352905,59.0494766235,30.1649303436,0.0
2026-05-29 05:39:00+00:00,-118.5185165405,116.5364532471,59.0711784363,30.1649303436,0.0
2026-05-29 05:39:30+00:00,-118.5185165405,116.4858169556,59.085647583,30.1468448639,0.0
2026-05-29 05:40:00+00:00,-118.5185165405,116.1458282471,59.092880249,30.1468448639,0.0
2026-05-29 05:40:30+00:00,-118.5185165405,116.0734939575,59.0639457703,30.1468448639,0.0
2026-05-29 05:41:00+00:00,-118.5185165405,116.301361084,59.0711784363,30.1468448639,0.0
2026-05-29 05:41:30+00:00,-118.5185165405,116.323059082,59.100112915,30.1287612915,0.0
2026-05-29 05:42:00+00:00,-118.5185165405,116.2941207886,59.085647583,30.1468448639,0.0
2026-05-29 05:42:30+00:00,-118.5185165405,116.323059082,59.0675621033,30.1287612915,0.0
2026-05-29 05:43:00+00:00,-118.5185165405,116.5545425415,59.0747947693,30.1468448639,0.0
2026-05-29 05:43:30+00:00,-118.5185165405,116.319442749,59.0530967712,30.1287612915,0.0
2026-05-29 05:44:00+00:00,-118.5185165405,116.323059082,59.0711784363,30.1215267181,0.0
2026-05-29 05:44:30+00:00,-118.5185165405,116.2868881226,59.0711784363,30.1468448639,0.0
2026-05-29 05:45:00+00:00,-118.5185165405,116.2905044556,59.1037330627,30.1359939575,0.0
2026-05-29 05:45:30+00:00,-118.5185165405,116.312210083,59.0494766235,30.1287612915,0.0
2026-05-29 05:46:00+00:00,-118.5185165405,116.5292205811,59.08203125,30.1468448639,0.0
2026-05-29 05:46:30+00:00,-118.5185165405,116.5364532471,59.0458602905,30.1287612915,0.0
2026-05-29 05:47:00+00:00,-118.5185165405,116.301361084,59.085647583,30.0925922394,0.0
2026-05-29 05:47:30+00:00,-118.5185165405,116.301361084,59.0386276245,30.1106758118,0.0
2026-05-29 05:48:00+00:00,-118.5185165405,116.301361084,58.998840332,30.1106758118,0.0
2026-05-29 05:48:30+00:00,-118.5185165405,116.1458282471,59.0313949585,30.0745067596,0.0
2026-05-29 05:49:00+00:00,-118.5185165405,116.34475708,58.984375,30.1106758118,0.0
2026-05-29 05:49:30+00:00,-118.5185165405,116.3375244141,58.9626731873,30.0925922394,0.0
2026-05-29 05:50:00+00:00,-118.5185165405,116.131362915,59.0133094788,30.0925922394,0.0
2026-05-29 05:50:30+00:00,-118.5185165405,116.3375244141,59.0096931458,30.0745067596,0.0
2026-05-29 05:51:00+00:00,-118.5185165405,116.312210083,59.0133094788,30.0925922394,0.0
2026-05-29 05:51:30+00:00,-118.5185165405,116.323059082,58.995223999,30.0745067596,0.0
2026-05-29 05:52:00+00:00,-118.5185165405,116.2579574585,58.984375,30.0745067596,0.0
2026-05-29 05:52:30+00:00,-118.5185165405,116.319442749,58.991607666,30.1106758118,0.0
2026-05-29 05:53:00+00:00,-118.5185165405,116.1458282471,58.998840332,30.0745067596,0.0
2026-05-29 05:53:30+00:00,-118.5185165405,116.312210083,59.002456665,30.085357666,0.0
2026-05-29 05:54:00+00:00,-118.5185165405,116.54006958,59.0169258118,30.0745067596,0.0
2026-05-29 05:54:30+00:00,-118.5185165405,116.0698776244,58.998840332,30.0925922394,0.0
2026-05-29 05:55:00+00:00,-118.5185165405,116.2868881226,59.002456665,30.0962085724,0.0
2026-05-29 05:55:30+00:00,-118.5185165405,116.2760391235,58.9626731873,30.0745067596,0.0
2026-05-29 05:56:00+00:00,-118.5185165405,116.0915756226,58.9445877075,30.0202541351,0.0
2026-05-29 05:56:30+00:00,-118.5185165405,116.3411407471,58.9192695618,30.0745067596,0.0
2026-05-29 05:57:00+00:00,-118.5185165405,116.2832717896,58.9409713745,30.0745067596,0.0
2026-05-29 05:57:30+00:00,-118.5185165405,116.304977417,58.890335083,30.0745067596,0.0
2026-05-29 05:58:00+00:00,-118.5185165405,116.2941207886,58.893951416,30.0383377075,0.0
2026-05-29 05:58:30+00:00,-118.5185165405,116.323059082,58.901184082,30.0672740936,0.0
2026-05-29 05:59:00+00:00,-118.5185165405,116.323059082,58.8505477905,30.0383377075,0.0
2026-05-29 05:59:30+00:00,-118.5185165405,116.312210083,58.8107643127,30.0383377075,0.0
2026-05-29 06:00:00+00:00,-118.5185165405,116.5581588744,58.8143806458,30.0383377075,0.0
2026-05-29 06:00:30+00:00,-118.5185165405,116.0843429565,58.803527832,30.0202541351,0.0
2026-05-29 06:01:00+00:00,-118.5185165405,116.3954010009,58.792678833,30.0311050415,0.0
2026-05-29 06:01:30+00:00,-118.5185165405,116.2832717896,58.803527832,30.0383377075,0.0
2026-05-29 06:02:00+00:00,-118.5185165405,116.30859375,58.796295166,30.0383377075,0.0
2026-05-29 06:02:30+00:00,-118.5185165405,116.4641189575,58.8107643127,30.0021705627,0.0
2026-05-29 06:03:00+00:00,-118.5185165405,116.1819992065,58.8324661255,30.0130195618,0.0
2026-05-29 06:03:30+00:00,-118.5185165405,116.304977417,58.9192695618,30.0238704681,0.0
2026-05-29 06:04:00+00:00,-118.5185165405,116.330291748,58.901184082,30.0383377075,0.0
2026-05-29 06:04:30+00:00,-118.5185165405,116.30859375,58.9301223755,30.0202541351,0.0
2026-05-29 06:05:00+00:00,-118.5185165405,116.330291748,58.9409713745,30.0021705627,0.0
2026-05-29 06:05:30+00:00,-118.5185165405,116.312210083,58.9662895203,30.0021705627,0.0
2026-05-29 06:06:00+00:00,-118.5185165405,116.326675415,58.984375,30.0202541351,0.0
2026-05-29 06:06:30+00:00,-118.5185165405,116.2941207886,58.995223999,30.0021705627,0.0
2026-05-29 06:07:00+00:00,-118.5185165405,116.4641189575,59.002456665,30.0021705627,0.0
2026-05-29 06:07:30+00:00,-118.5185165405,116.0590286255,59.0386276245,30.0021705627,0.0
2026-05-29 06:08:00+00:00,-118.5185165405,116.3592300415,59.0205421448,29.9660015106,0.0
2026-05-29 06:08:30+00:00,-118.5185165405,116.2905044556,59.0133094788,30.0021705627,0.0
2026-05-29 06:09:00+00:00,-118.5185165405,116.312210083,58.991607666,30.0021705627,0.0
2026-05-29 06:09:30+00:00,-118.5185165405,116.304977417,58.984375,29.984085083,0.0
2026-05-29 06:10:00+00:00,-118.5185165405,116.3375244141,59.0205421448,29.984085083,0.0
2026-05-29 06:10:30+00:00,-118.5185165405,116.214553833,58.9626731873,30.0202541351,0.0
2026-05-29 06:11:00+00:00,-118.5185165405,116.323059082,58.9735221863,30.0202541351,0.0
2026-05-29 06:11:30+00:00,-118.5185165405,116.409866333,58.9265022278,29.984085083,0.0
2026-05-29 06:12:00+00:00,-118.5185165405,116.312210083,58.9735221863,29.984085083,0.0
2026-05-29 06:12:30+00:00,-118.5185165405,116.330291748,58.9662895203,29.984085083,0.0
2026-05-29 06:13:00+00:00,-118.5185165405,116.312210083,58.9120368958,29.984085083,0.0
2026-05-29 06:13:30+00:00,-118.5185165405,116.3483810424,58.9265022278,29.9479160309,0.0
2026-05-29 06:14:00+00:00,-118.5185165405,116.106048584,58.9265022278,29.984085083,0.0
2026-05-29 06:14:30+00:00,-118.5185165405,116.3375244141,58.9590568542,29.9660015106,0.0
2026-05-29 06:15:00+00:00,-118.5185165405,116.304977417,58.9771385193,29.9660015106,0.0
2026-05-29 06:15:30+00:00,-118.5185165405,116.2941207886,58.9554405212,29.9660015106,0.0
2026-05-29 06:16:00+00:00,-118.5185165405,116.34475708,58.9554405212,29.9660015106,0.0
2026-05-29 06:16:30+00:00,-118.5185165405,116.232635498,58.998840332,29.9515323639,0.0
2026-05-29 06:17:00+00:00,-118.5185165405,116.301361084,58.9626731873,29.9479160309,0.0
2026-05-29 06:17:30+00:00,-118.5185165405,116.2760391235,58.9735221863,29.9515323639,0.0
2026-05-29 06:18:00+00:00,-118.5185165405,116.304977417,58.984375,29.9298324585,0.0
2026-05-29 06:18:30+00:00,-118.5185165405,116.4677352905,58.9482040405,29.9660015106,0.0
2026-05-29 06:19:00+00:00,-118.5185165405,116.30859375,58.9626731873,29.9479160309,0.0
2026-05-29 06:19:30+00:00,-118.5185165405,116.5364532471,58.9228858948,29.9298324585,0.0
2026-05-29 06:20:00+00:00,-118.5185165405,116.0590286255,58.9084205627,29.9298324585,0.0
2026-05-29 06:20:30+00:00,-118.5185165405,116.4387969971,58.8758659363,29.9479160309,0.0
2026-05-29 06:21:00+00:00,-118.5185165405,116.319442749,58.9120368958,29.9298324585,0.0
2026-05-29 06:21:30+00:00,-118.5185165405,116.1675338744,58.9192695618,29.9334487915,0.0
2026-05-29 06:22:00+00:00,-118.5185165405,116.2579574585,58.8758659363,29.9298324585,0.0
2026-05-29 06:22:30+00:00,-118.5185165405,116.1747665405,58.88671875,29.9117469788,0.0
2026-05-29 06:23:00+00:00,-118.5185165405,116.301361084,58.8541641235,29.9298324585,0.0
2026-05-29 06:23:30+00:00,-118.5185165405,116.4713516235,58.890335083,29.9298324585,0.0
2026-05-29 06:24:00+00:00,-118.5185165405,116.312210083,58.8722496033,29.9117469788,0.0
2026-05-29 06:24:30+00:00,-118.5185165405,116.30859375,58.8758659363,29.9117469788,0.0
2026-05-29 06:25:00+00:00,-118.5185165405,116.3592300415,58.883102417,29.9117469788,0.0
2026-05-29 06:25:30+00:00,-118.5185165405,116.2941207886,58.8179969788,29.8936634064,0.0
2026-05-29 06:26:00+00:00,-118.5185165405,116.1422119141,58.904800415,29.9117469788,0.0
2026-05-29 06:26:30+00:00,-118.5185165405,116.4677352905,58.9265022278,29.8611106873,0.0
2026-05-29 06:27:00+00:00,-118.5185165405,116.2941207886,58.9265022278,29.8936634064,0.0
2026-05-29 06:27:30+00:00,-118.5185165405,116.232635498,58.9409713745,29.8574943542,0.0
2026-05-29 06:28:00+00:00,-118.5185165405,116.301361084,58.9301223755,29.9117469788,0.0
2026-05-29 06:28:30+00:00,-118.5185165405,116.2832717896,58.9301223755,29.8394088745,0.0
2026-05-29 06:29:00+00:00,-118.5185165405,116.30859375,58.9265022278,29.9153633118,0.0
2026-05-29 06:29:30+00:00,-118.5185165405,116.330291748,58.9120368958,29.9117469788,0.0
2026-05-29 06:30:00+00:00,-118.5185165405,116.312210083,58.9445877075,29.8611106873,0.0
2026-05-29 06:30:30+00:00,-118.5185165405,116.319442749,58.9120368958,29.8574943542,0.0
2026-05-29 06:31:00+00:00,-118.5185165405,116.323059082,58.890335083,29.8936634064,0.0
2026-05-29 06:31:30+00:00,-118.5185165405,116.30859375,58.890335083,29.8430252075,0.0
2026-05-29 06:32:00+00:00,-118.5185165405,116.3809280396,58.9192695618,29.8936634064,0.0
2026-05-29 06:32:30+00:00,-118.5185165405,116.3917770386,58.8505477905,29.8574943542,0.0
2026-05-29 06:33:00+00:00,-118.5185165405,116.2760391235,58.8396987915,29.8394088745,0.0
2026-05-29 06:33:30+00:00,-118.5185165405,116.2688064575,58.8650169373,29.8574943542,0.0
2026-05-29 06:34:00+00:00,-118.5185165405,116.2651901244,58.8288459778,29.8213253021,0.0
2026-05-29 06:34:30+00:00,-118.5185165405,116.34475708,58.8360824585,29.8394088745,0.0
2026-05-29 06:35:00+00:00,-118.5185165405,116.30859375,58.8324661255,29.8611106873,0.0
2026-05-29 06:35:30+00:00,-118.5185165405,116.3375244141,58.8324661255,29.8394088745,0.0
2026-05-29 06:36:00+00:00,-118.5185165405,116.2905044556,58.8143806458,29.8394088745,0.0
2026-05-29 06:36:30+00:00,-118.5185165405,116.323059082,58.8143806458,29.8394088745,0.0
2026-05-29 06:37:00+00:00,-118.5185165405,116.1856155396,58.8107643127,29.8394088745,0.0
2026-05-29 06:37:30+00:00,-118.5185165405,116.312210083,58.8396987915,29.8321762085,0.0
2026-05-29 06:38:00+00:00,-118.5185165405,116.34475708,58.8179969788,29.8213253021,0.0
2026-05-29 06:38:30+00:00,-118.5185165405,116.319442749,58.799911499,29.8394088745,0.0
2026-05-29 06:39:00+00:00,-118.5185165405,116.301361084,58.7745933533,29.8249416351,0.0
2026-05-29 06:39:30+00:00,-118.5185165405,116.124130249,58.8324661255,29.8394088745,0.0
2026-05-29 06:40:00+00:00,-118.5185165405,116.301361084,58.785446167,29.8213253021,0.0
2026-05-29 06:40:30+00:00,-118.5185165405,116.3375244141,58.8179969788,29.8213253021,0.0
2026-05-29 06:41:00+00:00,-118.5185165405,116.2905044556,58.8143806458,29.8213253021,0.0
2026-05-29 06:41:30+00:00,-118.5185165405,116.34475708,58.8541641235,29.8213253021,0.0
2026-05-29 06:42:00+00:00,-118.5185165405,116.1928482056,58.803527832,29.8032398224,0.0
2026-05-29 06:42:30+00:00,-118.5185165405,116.4387969971,58.8650169373,29.8032398224,0.0
2026-05-29 06:43:00+00:00,-118.5185165405,116.2651901244,58.9084205627,29.8032398224,0.0
2026-05-29 06:43:30+00:00,-118.5185165405,116.312210083,58.9084205627,29.8032398224,0.0
2026-05-29 06:44:00+00:00,-118.5185165405,116.2868881226,58.9265022278,29.8032398224,0.0
2026-05-29 06:44:30+00:00,-118.5185165405,116.330291748,58.9084205627,29.8032398224,0.0
2026-05-29 06:45:00+00:00,-118.5185165405,116.304977417,58.893951416,29.8032398224,0.0
2026-05-29 06:45:30+00:00,-118.5185165405,116.0734939575,58.890335083,29.8032398224,0.0
2026-05-29 06:46:00+00:00,-118.5185165405,116.2941207886,58.9265022278,29.8104743958,0.0
2026-05-29 06:46:30+00:00,-118.5185165405,116.2941207886,58.88671875,29.78515625,0.0
2026-05-29 06:47:00+00:00,-118.5185165405,116.1964645386,58.901184082,29.78515625,0.0
2026-05-29 06:47:30+00:00,-118.5185165405,116.3483810424,58.88671875,29.7670707703,0.0
2026-05-29 06:48:00+00:00,-118.5185165405,116.1639175415,58.893951416,29.78515625,0.0
2026-05-29 06:48:30+00:00,-118.5185165405,116.326675415,58.8686332703,29.78515625,0.0
2026-05-29 06:49:00+00:00,-118.5185165405,116.2579574585,58.8541641235,29.78515625,0.0
2026-05-29 06:49:30+00:00,-118.5185165405,116.2832717896,58.8686332703,29.7670707703,0.0
2026-05-29 06:50:00+00:00,-118.5185165405,116.3736953735,58.8216133118,29.7670707703,0.0
2026-05-29 06:50:30+00:00,-118.5185165405,116.4677352905,58.8324661255,29.7309017181,0.0
2026-05-29 06:51:00+00:00,-118.5185165405,116.2905044556,58.8541641235,29.7670707703,0.0
2026-05-29 06:51:30+00:00,-118.5185165405,116.2543411255,58.7818260193,29.7309017181,0.0
2026-05-29 06:52:00+00:00,-118.5185165405,116.2905044556,58.792678833,29.7670707703,0.0
2026-05-29 06:52:30+00:00,-118.5185165405,116.2000885009,58.799911499,29.7489871979,0.0
2026-05-29 06:53:00+00:00,-118.5185165405,116.2832717896,58.799911499,29.7670707703,0.0
2026-05-29 06:53:30+00:00,-118.5185165405,116.304977417,58.7601280212,29.7526035309,0.0
2026-05-29 06:54:00+00:00,-118.5185165405,116.214553833,58.7565078735,29.7489871979,0.0
2026-05-29 06:54:30+00:00,-118.5185165405,116.30859375,58.7637443542,29.7670707703,0.0
2026-05-29 06:55:00+00:00,-118.5185165405,116.1964645386,58.7420425415,29.7489871979,0.0
2026-05-29 06:55:30+00:00,-118.5185165405,116.301361084,58.7601280212,29.7309017181,0.0
2026-05-29 06:56:00+00:00,-118.5185165405,116.326675415,58.7492752075,29.7417526245,0.0
2026-05-29 06:56:30+00:00,-118.5185165405,116.30859375,58.7239570618,29.7309017181,0.0
2026-05-29 06:57:00+00:00,-118.5185165405,116.312210083,58.7239570618,29.7526035309,0.0
2026-05-29 06:57:30+00:00,-118.5185165405,116.323059082,58.7275733948,29.7309017181,0.0
2026-05-29 06:58:00+00:00,-118.5185165405,116.4460372924,58.792678833,29.7489871979,0.0
2026-05-29 06:58:30+00:00,-118.5185165405,116.2941207886,58.792678833,29.7128181458,0.0
2026-05-29 06:59:00+00:00,-118.5185165405,116.2832717896,58.785446167,29.7309017181,0.0
2026-05-29 06:59:30+00:00,-118.5185165405,116.304977417,58.7782096863,29.7309017181,0.0
2026-05-29 07:00:00+00:00,-118.5185165405,116.330291748,58.792678833,29.7309017181,0.0
2026-05-29 07:00:30+00:00,-118.5185165405,116.413482666,58.8179969788,29.7309017181,0.0
2026-05-29 07:01:00+00:00,-118.5185165405,116.34475708,58.8179969788,29.7128181458,0.0
2026-05-29 07:01:30+00:00,-118.5185165405,116.319442749,58.8396987915,29.7128181458,0.0
2026-05-29 07:02:00+00:00,-118.5185165405,116.326675415,58.8577842712,29.7128181458,0.0
2026-05-29 07:02:30+00:00,-118.5185165405,116.3483810424,58.8360824585,29.694732666,0.0
2026-05-29 07:03:00+00:00,-118.5185165405,116.312210083,58.8469314575,29.7309017181,0.0
2026-05-29 07:03:30+00:00,-118.5185165405,116.131362915,58.8360824585,29.6621818542,0.0
2026-05-29 07:04:00+00:00,-118.5185165405,116.5907135009,58.8505477905,29.694732666,0.0
2026-05-29 07:04:30+00:00,-118.5185165405,116.2868881226,58.8469314575,29.7128181458,0.0
2026-05-29 07:05:00+00:00,-118.5185165405,116.3556137085,58.8107643127,29.694732666,0.0
2026-05-29 07:05:30+00:00,-118.5185165405,116.022857666,58.904800415,29.694732666,0.0
2026-05-29 07:06:00+00:00,-118.5185165405,116.30859375,58.8288459778,29.7164344788,0.0
2026-05-29 07:06:30+00:00,-118.5185165405,116.301361084,58.8650169373,29.6585636139,0.0
2026-05-29 07:07:00+00:00,-118.5185165405,116.3375244141,58.8650169373,29.6585636139,0.0
2026-05-29 07:07:30+00:00,-118.5185165405,116.304977417,58.8216133118,29.6585636139,0.0
2026-05-29 07:08:00+00:00,-118.5185165405,116.326675415,58.8360824585,29.6585636139,0.0
2026-05-29 07:08:30+00:00,-118.5185165405,116.5436935424,58.8360824585,29.6260128021,0.0
2026-05-29 07:09:00+00:00,-118.5185165405,116.319442749,58.8505477905,29.6404800415,0.0
2026-05-29 07:09:30+00:00,-118.5185165405,116.4930572509,58.803527832,29.694732666,0.0
2026-05-29 07:10:00+00:00,-118.5185165405,116.2941207886,58.796295166,29.6585636139,0.0
2026-05-29 07:10:30+00:00,-118.5185165405,116.30859375,58.8143806458,29.6585636139,0.0
2026-05-29 07:11:00+00:00,-118.5185165405,116.2000885009,58.803527832,29.6585636139,0.0
2026-05-29 07:11:30+00:00,-118.5185165405,116.2941207886,58.7601280212,29.6585636139,0.0
2026-05-29 07:12:00+00:00,-118.5185165405,116.2941207886,58.796295166,29.6585636139,0.0
2026-05-29 07:12:30+00:00,-118.5185165405,116.301361084,58.8107643127,29.6404800415,0.0
2026-05-29 07:13:00+00:00,-118.5185165405,116.3375244141,58.799911499,29.6223945618,0.0
2026-05-29 07:13:30+00:00,-118.5185165405,116.323059082,58.792678833,29.6404800415,0.0
2026-05-29 07:14:00+00:00,-118.5185165405,116.3375244141,58.8288459778,29.6404800415,0.0
2026-05-29 07:14:30+00:00,-118.5185165405,116.2868881226,58.8288459778,29.6223945618,0.0
2026-05-29 07:15:00+00:00,-118.5185165405,116.304977417,58.8469314575,29.6223945618,0.0
2026-05-29 07:15:30+00:00,-118.5185165405,116.229019165,58.8469314575,29.6585636139,0.0
2026-05-29 07:16:00+00:00,-118.5185165405,116.30859375,58.8216133118,29.6043109894,0.0
2026-05-29 07:16:30+00:00,-118.5185165405,116.518371582,58.799911499,29.6223945618,0.0
2026-05-29 07:17:00+00:00,-118.5185165405,116.30859375,58.803527832,29.6223945618,0.0
2026-05-29 07:17:30+00:00,-118.5185165405,116.3773117065,58.799911499,29.6223945618,0.0
2026-05-29 07:18:00+00:00,-118.5185165405,116.0879592896,58.796295166,29.6223945618,0.0
2026-05-29 07:18:30+00:00,-118.5185165405,116.3773117065,58.7637443542,29.6223945618,0.0
2026-05-29 07:19:00+00:00,-118.5185165405,116.319442749,58.7456588745,29.6223945618,0.0
2026-05-29 07:19:30+00:00,-118.5185165405,116.120513916,58.7565078735,29.6079273224,0.0
2026-05-29 07:20:00+00:00,-118.5185165405,116.301361084,58.792678833,29.6223945618,0.0
2026-05-29 07:20:30+00:00,-118.5185165405,116.2832717896,58.7818260193,29.5862255096,0.0
2026-05-29 07:21:00+00:00,-118.5185165405,116.304977417,58.7818260193,29.6043109894,0.0
